,Recommended,Review,count_exc,Polarity
6513,1,perfect little afraid makes look light supportive run large able due flowing cut light comfortable wish,0,0.190521978
6514,1,great,0,0.425
6515,1,good good need broken new overall happy,1,0.333766234
6517,1,comfortable casual,0,0.24
6518,0,ordered needed small disappointed,2,-0.15
6519,1,thought made made thick heavy unflattering short large made boxy returning,0,0.066666667
6520,1,decided local crossed excellent nice want low worked,2,0.41875
6521,1,took cute thought little looked wrong went took needed ordered small perfect bought,5,0.323863636
6522,0,disappointing purchased many different loved think run large gapped kinda mom felt standard,3,0.089285714
6524,1,precious large,0,0.357142857
6526,1,comfortable got happy took ordered casual wearing flattering comfortable soft give say true great,5,0.338095238
6527,1,great obsessed great seen sold called able made great says love much,2,0.385
6528,1,wanted wanted many sending unique high sensitive irish itching crazy irritated layed much,0,0.262333333
6529,1,love come easy hemmed short high waisted surprised got,2,0.234761905
6530,1,gorgeous got blue large got gorgeous needing got supportive bold good,0,0.266402116
6531,1,good expected little substantial soft great prefer wearing followed thick overall,0,0.20093006
6532,0,stunning large sized full comfortable built gave perfect looked standing loved,1,0.558035714
6533,1,made decided loose short appears sewn pulls funny going,0,0.029466829
6534,0,long short loved deshn put look right short,0,0.147619048
6535,1,take tried blue local tried fit large plunging neckline appropriate notorious right adjustable,0,0.2375
6536,1,flattering tried great built ive got bubble many,1,0.433333333
6537,1,bought green flattering wearing,0,0.425
6539,0,said cropped look funny high waisted going lining adorable,0,0.2275
6540,1,stunning gorgeous,1,0.54
6541,1,stunning comfortable gorgeous comfortable owned,1,0.5
6542,1,happy splurged based ordered flat love raw seem narrow think,2,0.23454416
6544,1,everyday perfect greenkhaki casual short looks going hoped know,0,0.14
6545,1,flattering short ordered green great,1,0.4
6546,0,,0,0.2
6547,1,appealed online ordered decided regular much easy say good small fine falling,1,0.171875
6548,1,yellow true main ordered kept great,1,0.277777778
6549,1,bought rose gold bought regular go short big,2,0.335
6550,1,good fantastic high true flattering small regular keep,0,0.134333333
6552,1,loved ordered typical green rose gold short huge surprised large think get used easy,0,0.264434524
6553,0,great great loved bagged going,0,0.575
6554,1,large received felt soft good ordered regular huge flattering stuck wide sold moss sure sticking fixed returning,0,0.164935065
6555,1,beautiful comfortable transitional light thick nice runs large depending large returned got fit nice,2,0.302380952
6557,1,perfect making great alternative bought green realized ordered light tempting red great perfect,0,0.481818182
6558,1,unique changing fringed opened belted different run large want,0,0.202472527
6559,1,great comfortable ordered fit usual,1,0.37
6560,0,comfortable flattering gorgeous flattering pictured show glorious,0,0.34
6561,1,thin tasseled little nice true wellstocked seethrough looking returned,0,0.188557692
6563,1,great animal super soft run developed,1,0.236394558
6564,0,good see bra going want returned sorry,0,0.133333333
6565,1,perfect bought red wonderful goes inch midthigh generous full hit mid wish personal long stunning,0,0.313636364
6566,1,small super soft great,2,0.296666667
6567,1,western adorable adorable unique full find large wearing rolled looks cute open,0,0.326587302
6568,1,cozy looking second wanted comfortable upcoming animal mean arrived thought put surprised,0,0.106714876
6569,1,love sure belting super gorgeous made thought trying small sure going keep ive looked fantastic,1,0.146527778
6570,0,flattering full makes unflattering straight large,1,0.264285714
6571,1,big good huge ordered normal reordered mentioned think small altered cute worn many different,0,0.194117647
6573,1,beautiful huge thrilled gorgeous wide going belt fine little,0,0.382738095
6574,1,styling dark donning ankle,0,0.175
6575,1,nice present bought loved made comfortable super,2,0.422222222
6577,0,little disappointing got steal excited adorable noticed assumed soft expected purchased past soft comfortable want take happened soft,2,0.116987179
6578,1,belted tried expect able spare built bright extra swing found looked,2,0.375
6581,1,soft coming wearing,3,0.006666667
6582,1,adorable gave adorable large super taking left,2,0.349659864
6583,1,love beautiful stylish found many hit definite hit love unique bohemian weave high wearable conditioning stylish goes neutral dressed elegant casual,0,0.3146875
6584,1,great printsomething lining made ordered recommended made ordered curvy ive disappointed,0,0.1125
6586,1,saw new loose,0,0.22618007
6587,1,saw local say good said big got sized,2,0.18125
6588,1,besutiful gorgeous great,5,0.666666667
6589,1,big embroidered collar gorgeous straight go small,2,0.1625
6591,1,classy puts several simple legging sophisticated looking loved wearing nice soft flattering including rear sculpting,0,0.266666667
6592,0,loved want huge hoping got returned,0,0.461904762
6593,1,based needed mentioned sizes large belt waist super short,6,0.528095238
6594,1,stated run large sized great many,1,0.602857143
6595,1,great runs big agree reviews great got ton take taken wanted taken sure seems reoccurring bummed spend,0,0.42
6596,0,going light weight know need able get worn second came shipping know get washing interested expected,0,0.1125
6597,1,sophisticated dressed dressed love small,0,0.218333333
6598,1,adorable loose noticed ordered,3,0.326282051
6599,0,oversized unstructured soft tried small usual unflattering seemed made unstructured oversized,0,0.06
6600,0,based thought amazing disappointed thin looking weak last undamaged bought sloppy looking lots collar odd annoying structured priced,0,-0.212037037
6601,1,enamored ok shouldered make nice western fit looks great tried marvelous swing,2,0.254545455
6602,1,different ordered online thin lightweight great,0,0.312244898
6604,1,based good got happy stumped id know took flared simple shed mentioned,1,0.3875
6605,1,love solid great cute came changed continued wearing cute great durable,0,0.355555556
6606,1,big great cute came little big tailored,1,0.26875
6607,1,soft sweet cant say enough soft made looks great tucked,4,0.251666667
6609,1,pictured liked seen looks pictured tall ordered true little able sucked fine hanging good,0,0.323397436
6610,1,large red ordering sized small swallowed great casual soft,0,0.157942058
6611,1,darling purchased made sure regular small ordered extra small petite busty think looks adorable huge adding,0,0.325
6612,1,perfect,1,0.5325
6613,1,surprised grabbed last tried going basic excited warned lined warm true small went,4,0.297916667
6614,1,great staple easy flattering looks saw looked go comfy comfortable looked nice great,3,0.566666667
6615,1,comfortable super says bathing ive owned ive owned,6,0.413333333
6616,1,flattering comfortable got usual found flattering shown drapey fit large used considering buy fit keeping sure think become staple good,1,0.396031746
6617,1,great ordered gold fits true matching comfortable washeddried make great basic,1,0.458333333
6618,1,ordered ordered online ordered small seems big ordering thinking returning make several paying shipping buy shipping,2,-0.091666667
6620,1,great ordered nice,0,0.466666667
6621,1,great fit great soft,0,0.62
6622,1,great bought required casual dressed ended wearing paired interesting great easy stylish comfortable wearing feel inspired,1,0.381481481
6625,1,left swing adorable fitted flattering looking upper adds purchased comfortable large ordered fitted looked big,1,0.22984127
6626,1,great great got sleeve bad comfortable fabulous great,0,0.416666667
6627,0,small zippered tight smallmed fitted made lightweight looking conditioned setting,0,-0.128571429
6628,1,beautiful runs small snap sure normal full small sold told coming purchased regular small purchased next made go,0,0.046153846
6629,1,obsessed sooooo soft wearing throwing adorable,3,0.166666667
6630,1,tried looking online soft flexible concerned stiff difficult get high overall felt overwhelming go,0,0.044571429
6631,0,huge leave complete big knitted metallic,0,0.1
6632,1,perfect perfect shown look great looks amazing high make little formfitted fit third consistent ive,2,0.374772727
6633,1,great casual great perfect comfortable helps create bit waist got,0,0.483333333
6634,1,build hard heavy soft blueish girlie new go,5,0.210335498
6635,1,purchased bought fabulous,1,0.375
6636,1,love purchased small true recommend,1,0.307142857
6637,1,much short short soft little interesting ordered tan great took,0,0.213474026
6639,1,helps hide happy,0,0.572
6640,1,young old fashionable raided old looks great layered casual,1,0.163636364
6641,1,fitted loose run big seem little fragile sure,1,0.068509615
6643,0,pictured different got washed different stated true disappointed sure swapping,2,0.081481481
6644,1,adorable zipped wearing thin leaving unzipped thin hold helps give beige,0,0.070634921
6645,1,great unique gotten unique interesting ordered collared perfect website much,1,0.392592593
6646,1,super super true went large wanted extra,1,0.26010582
6647,1,got ivory oversized med denim true sm,0,0.262962963
6648,0,small different ordered disappointed arrived small returned feel worth high,0,-0.131666667
6649,0,manufacturing folded sewed,0,0
6650,1,great love cute whimsical received many good good happy purchased,0,0.444444444
6651,1,comfortable flattering sleepwear miss hit right unflattering exceeded blue cute soft substantial,1,0.120578231
6652,1,perfect notsobasic basic amazing soft comfortable wearing great empire creating flattering clinging fitted great winterfall basic,0,0.365384615
6653,0,hideous looking lined cheap rolled fit small,0,0.22
6654,1,tried loved happened lightweight southern adds feel large large,6,0.503571429
6655,1,thought,1,0.5
6656,1,comfortable great comfortable beading received got right,2,0.402380952
